week_start,baseline,baseline_deterministic,sentiment,competitor_shock,noise,quarter_scale,spend_true_search_nonbrand,spend_planned_search_nonbrand,adstock_search_nonbrand,contrib_search_nonbrand,spend_true_search_brand,spend_planned_search_brand,adstock_search_brand,contrib_search_brand,spend_true_social,spend_planned_social,adstock_social,contrib_social,spend_true_display,spend_planned_display,adstock_display,contrib_display,spend_true_video,spend_planned_video,adstock_video,contrib_video,spend_true_affiliate,spend_planned_affiliate,adstock_affiliate,contrib_affiliate
2023-03-13,251043.8197112785,235339.23075759324,0.06459949602980239,0.0,12626.109069931597,1.0,15142.490267040022,15142.490267040022,15544.963768994136,42530.58866964926,5306.595172137057,4641.607867970484,5854.969002373803,8666.947228861987,35410.57232256757,37801.38348399302,28205.651223013425,93006.50407478274,9957.572322058943,9957.572322058943,11037.057654434944,15274.902503635205,0.0,0.0,408.0002450814029,478.9961937172302,7332.19212739574,7332.19212739574,7814.9957403907765,4471.53981211468
2023-03-20,239649.12135968584,237523.71855913004,0.008908373145205768,0.0,4387.675327062359,1.0,19101.61947063686,19101.61947063686,18526.74803289439,47986.524173864265,7579.17993956337,7528.0251864160555,7275.908466461926,9800.747744379983,48528.10977323773,46852.22469203916,39791.62668530593,105321.98563403555,14035.168933226429,14035.168933226429,12986.445258034688,17385.823735611044,0.0,0.0,0.0,0.0,10901.505297290074,10901.505297290074,10258.545048133503,5027.7532344059055
2023-03-27,216454.1425260489,231329.14174482878,-0.06646284022153835,0.0,-4817.666839429494,1.0,18418.66172477438,18418.66172477438,18436.13199445267,47837.61503121013,4986.087224393361,6187.516856866795,5388.843899659175,8244.477523461583,19484.59431920403,19444.826272892093,28215.10998824096,93020.03777842305,11622.058089439006,11622.058089439006,12099.327344850892,16460.27387257917,0.0,0.0,0.0,0.0,10241.41658169303,10241.41658169303,10244.984676287319,5025.046067784536
2023-04-03,217067.67767940956,230186.05049750043,-0.05867871351078078,0.0,2662.2233922940027,1.0,12788.695138083136,12788.695138083136,13701.504928994984,38517.8192719501,3964.82260819069,4882.862127856354,4215.293723068977,7043.686857659181,10555.91011742526,11321.892805478683,18147.717233255207,73211.76424150627,8221.3182132924,8221.3182132924,9577.831694242064,13502.458855184264,0.0,0.0,0.0,0.0,5519.564857745487,5519.564857745487,6503.931530174606,4101.296409066323
2023-04-10,200865.54538896392,223130.96073358523,-0.10512311113591541,0.0,15657.525604473078,1.0,13324.59924124131,13324.59924124131,13385.519479102773,37775.720296923224,3568.407205803789,5362.037166120462,3682.188078856808,6421.803597797653,14671.165807940108,15307.599602438833,16165.548803974305,67599.28864461274,9873.922109254907,9873.922109254907,9770.338270899341,13746.078419059166,0.0,0.0,0.0,0.0,7123.045036653748,7123.045036653748,6994.075593871895,4246.9268943119105
2023-04-17,211380.42989895478,226969.65192338463,-0.07115682122414796,0.0,39094.85550214306,1.0,13887.893280718205,13887.893280718205,13806.693306532878,38761.2319187538,3572.3087530413623,4897.67230776945,3591.6354277310634,6310.724824705075,14585.268728933079,14831.377702143815,15264.483559215545,64800.66623694971,10809.55131197399,10809.55131197399,10446.031225679819,14577.50591384715,0.0,0.0,0.0,0.0,6990.452221325718,6990.452221325718,6991.207010642136,4246.101124678336
2023-04-24,209484.98699973722,225363.64504107533,-0.07306322204567882,0.0,-22703.510431109833,1.0,14422.544724323347,14422.544724323347,14323.003070395804,39930.12420665563,4423.432701146731,6529.144479840975,4277.127871840687,7112.460428379865,16965.22323572409,16067.16853347116,16234.003656809697,67805.33456822227,11778.83655515863,11778.83655515863,11312.61989112046,15590.698792879348,0.0,0.0,0.0,0.0,9424.270120261173,9424.270120261173,8917.431286898649,4740.8664942048
2023-05-01,199382.7847735035,219943.548603124,-0.09814439750437584,0.0,-17951.008482644353,1.0,11343.117362555819,11343.117362555819,11824.763978300645,33864.726820017706,3169.150315036191,4631.139004107017,3364.032494689258,6024.045692023749,12340.239397143298,13612.662542008215,14014.104958747314,60639.405468327925,9047.991695019848,9047.991695019848,9840.150510942198,13833.685108009815,0.0,0.0,0.0,0.0,5633.466426320644,5633.466426320644,6317.559199713081,4043.4057191470642
2023-05-08,208396.72648535317,216127.64954065857,-0.03642560131369939,0.0,-1039.381511604918,1.0,15492.506016075502,15492.506016075502,14899.679405658446,41185.851521858116,3969.4230794510145,5450.928643321252,3862.940923938817,6638.6647241960745,15530.490088751481,16208.242146257217,14878.471440503934,63551.270221240375,10639.351816629063,10639.351816629063,10359.787021170137,14473.424107996241,0.0,0.0,0.0,0.0,7653.709982649391,7653.709982649391,7375.372313771288,4354.077634872654
2023-05-15,208697.76253196332,212969.10476616965,-0.02026001409475839,0.0,835.884548220452,1.0,15940.109011940749,15940.109011940749,15771.941690011887,42988.86627991233,5808.512530609292,6845.528755884935,5466.305926586898,8316.638544621472,34640.68962869688,32263.139594661214,26144.79851132937,89873.59221004447,8663.750282572406,8663.750282572406,9257.021067964579,13089.786722212664,0.0,0.0,0.0,0.0,7150.1514603610085,7150.1514603610085,7197.067906366758,4304.607162689158
2023-05-22,209581.2231426129,219422.4297582777,-0.0458874106870249,0.0,610.4554228782094,1.0,19129.89011121922,19129.89011121922,18587.136243074554,48085.21538781167,3948.5920507475153,4908.656707971656,4215.542753881008,7043.965177483717,31363.34080842068,29774.7997721694,29119.883563585085,94281.39238101985,11806.188331901585,11806.188331901585,10914.490073845473,15132.537845746618,0.0,0.0,0.0,0.0,9651.944415652175,9651.944415652175,9140.561567060226,4791.455133997802
2023-05-29,204181.83453069767,216229.5490259131,-0.057329627791218155,0.0,-16241.913961826876,1.0,11445.551690674083,11445.551690674083,12599.864429510506,35858.636884403095,3818.75503497911,4379.628192723021,3888.546029099361,6668.873316224037,11825.19535047463,11610.41596730271,19260.381354716646,76061.66128480127,8543.060782327615,8543.060782327615,9372.577868703049,13239.395592438925,0.0,0.0,0.0,0.0,7004.061810991358,7004.061810991358,7449.12261925051,4374.223193087016
2023-06-05,220265.95365798636,215977.64961574724,0.01966076817934804,0.0,48720.62376128726,1.0,15619.10798600511,15619.10798600511,15131.099859113805,41675.33926826536,3509.621198640391,3922.978942256083,3576.2702891783783,6291.711528510868,26446.134151167695,29071.372005775924,23356.952939376235,84976.57988709508,8696.366016297869,8696.366016297869,8932.901302741046,12664.367178091583,0.0,0.0,0.0,0.0,6814.144806015838,6814.144806015838,6946.418976082188,4233.168910823901
2023-06-12,207291.76569912882,216099.3777952176,-0.04161108727480818,0.0,26207.34528735527,1.0,17724.758474699865,12660.541767642762,17305.53874015957,45894.50820533035,4718.554144625136,5427.297748699416,4517.6378290523035,7373.750264929428,43591.86871944667,26699.181125946183,34892.627472551,101002.8535519761,12207.27072331751,8719.479088083935,11061.903409565994,15303.618144005826,0.0,0.0,0.0,0.0,7133.622885223051,7133.622885223051,7094.62586520168,4275.682861980356
2023-06-19,202674.973264377,217316.93249466596,-0.0697532274694016,0.0,-58245.110959590456,1.0,17275.15702100189,12339.397872144209,17280.067696586924,45848.85736430046,3955.7217324917865,4813.714615309469,4054.55715827115,6861.742784869632,21752.582456957858,15798.786333824095,27401.441059438053,91828.44582460039,12122.422852020034,8658.873465728597,11751.453437632572,16081.53627661421,0.0,0.0,0.0,0.0,6455.563666387846,6455.563666387846,6588.688665861121,4127.151068634488
2023-06-26,249638.15741293467,270066.77749242156,-0.07865675340309583,-0.1,12484.132995264044,1.0,16771.556570906396,16771.556570906396,16853.74853622907,45072.035577878494,4672.670583814418,6504.273975384856,4563.950608938306,7422.959967331912,15617.555814639156,18427.591882680365,20683.602993099146,79423.15383999041,12747.329213898834,12747.329213898834,12398.97436631884,16779.29555896553,0.0,0.0,0.0,0.0,10461.937764977221,10461.937764977221,9655.089379883297,4903.612612696816
2023-07-03,264739.64552881,272275.56703694025,-0.028067794204737637,-0.1,8377.110450071248,0.8552823165568142,17435.469978186982,20385.631318064075,17341.444840663495,45958.717304750324,6956.136297263197,8209.163765728692,6535.374739827656,9236.601521618777,25565.395776338075,25025.639672763726,23466.779886318454,85185.58768954896,13367.727955853936,15629.608723432495,13028.863473749445,17428.665128705725,0.0,0.0,0.0,0.0,10791.91756971935,12617.959427906015,10555.101412685708,5086.0554775925175
2023-07-10,241611.28434957264,238418.22009374687,0.013303812876290178,-0.1,36714.872779948186,0.8552823165568142,11025.575062699725,12891.152838382488,12046.425392131594,34445.4544912313,3710.362276985977,4152.4835017503765,4207.253739282774,7034.695415272566,9284.762671943989,10549.810769054593,15381.791154005725,65174.264723059096,6452.785816420195,7544.626717406887,8753.084339804764,12424.674386325878,0.0,0.0,0.0,0.0,5360.035096034905,6266.977572520467,6442.235273334118,4082.2923154861555
2023-07-17,272757.2733644419,266102.2057328961,0.02470182407633588,0.0,-7089.912292665512,0.8552823165568142,9318.12900537912,10894.799091476529,9759.11059020349,28047.45387076858,2860.7991462448517,4055.224203547304,3097.6270541465788,5674.206274029484,9810.163736339873,12052.102468181689,12205.450816046696,54010.770823261606,7837.781382385424,9163.969873642045,8157.950581243806,11612.78283127714,0.0,0.0,0.0,0.0,4830.5824752328135,5647.93914444498,5166.310804442497,3650.3190139914595
2023-07-24,240344.42600465147,222421.04629630013,0.07750081238458219,0.0,28731.668509204166,0.8552823165568142,11560.084055263425,13516.103199469715,11268.988066793803,32371.422227510153,4914.408684928224,5858.2261078489155,4594.854950968436,7455.603810761556,15178.611376745688,18678.763966084953,13900.383576054619,60244.27847861582,8527.423541624355,9970.302643405466,8398.180026840875,11943.927949486966,0.0,0.0,0.0,0.0,5463.57826256869,6388.040716852303,5401.653563341283,3736.104097322872
2023-07-31,250154.07194138924,235714.91071770742,0.05945394643502102,0.0,39181.8818962313,0.8552823165568142,15598.825274946546,18238.21792287735,14898.982514568266,41184.365145098134,4722.909932893296,5866.615924338719,4700.386341404834,7565.923235486427,13173.43927195464,15010.934316665747,13485.972656840231,58780.224561005576,10118.847763925909,11831.00312965928,9516.961840550175,13424.801885212288,0.0,0.0,0.0,0.0,7756.493658446075,9068.927894677021,7265.949706640872,4323.848321678073
2023-08-07,228112.45252456027,208933.7698789745,0.08782140897881696,0.0,26601.01181052995,0.8552823165568142,6824.548348064622,7979.293171334129,8129.639977099092,22968.920121317966,3717.2028545294406,4282.5312738904795,3890.135005030421,6670.743857469964,8712.026753895221,9740.522212113525,10764.357540718665,48186.11247467333,5580.628960998417,6524.8969293143455,6957.547858486826,9890.870420681067,0.0,0.0,0.0,0.0,4102.229181006551,4796.345138434825,4761.273491686037,3495.2228246875943
2023-08-14,215518.71227042092,207627.59387249182,0.03730167673563557,0.0,-2880.488268427925,0.8552823165568142,8906.303781987146,10413.291154951083,8780.76960681543,25045.65217380683,2697.8421068976277,3928.0363600369183,2907.554512875829,5414.623761858275,9567.04902456407,12469.991709192083,10081.546540965903,45255.123773976025,6456.3708053478595,7548.818302873189,6631.6800283350885,9405.095961811441,0.0,0.0,0.0,0.0,4231.243477439833,4947.189244451966,4341.655650212901,3323.577243413525
2023-08-21,227240.91286374966,211343.95607561336,0.07252381501195439,0.0,36723.812638286254,0.8552823165568142,10249.13744985205,11983.338426910206,10011.801366058326,28797.883476025952,3051.7138276829655,4322.804852570616,3026.357644657286,5577.876096998802,7495.021922238719,9524.489419083928,8606.777935504508,38558.723210533346,6368.1975841188105,7445.725768955247,6460.359158519183,9146.800049578442,0.0,0.0,0.0,0.0,4511.572384142441,5274.95108551417,4476.17650310578,3379.8997411180007
2023-08-28,243977.23879281885,230681.8027329297,0.05603565372490563,0.0,4631.0864214219055,0.8552823165568142,8700.714570368047,10172.915307538784,8912.62891213408,25458.838673133618,2511.453228016756,3559.2144463109266,2602.019769373381,4978.739397644994,12236.50107218914,13084.159527963595,10676.027759398636,47813.137354362305,5355.517377759444,6261.695435630687,5741.986780184152,8043.761719397031,0.0,0.0,0.0,0.0,4006.711071807565,4684.664927877542,4104.506850683862,3221.1066198742324
2023-09-04,242007.98068566894,241792.21432717543,0.0008919648029206972,-0.1,18368.192706201167,0.8552823165568142,14865.795819124085,17381.156527321455,13903.570090505982,38983.8216627919,4415.749456273968,6825.813536695991,4096.732528797993,6909.931973469826,14529.739147370383,17326.700059735016,12872.849169012929,56543.44607365689,12080.327685073524,14124.37443311861,9863.189057798501,13862.509444071013,16373.96730038855,19144.51752762372,1637.3967300388551,3692.2232264443055,7778.696614862822,9094.8876929646,7013.31489045704,4252.45746742139
2023-09-11,202679.247352752,216064.62367083642,-0.0639528794737899,-0.1,-18865.524321262816,0.8552823165568142,13587.216081638999,15886.235244916857,13638.3491962262,38370.80619232449,2810.6063760095344,5055.734974390971,3036.823113972575,5592.0960937234295,12441.464053288411,13464.431624921786,12626.619199190298,55621.02914282129,8912.462914031707,10420.492440334086,9245.022838571493,13074.190696238085,12794.663519894724,14959.579161420448,5372.958177086611,18244.280417040245,7601.921065513547,8888.2009113871,7479.306710538399,4382.415879485252
2023-09-18,218276.77195168473,217539.3783235019,0.003383969737653668,-0.1,37582.66672451435,0.8552823165568142,13512.654389538991,15799.05737317016,13532.970765321606,38124.05414561005,4314.993086599398,5906.42144125416,4090.175761025022,6902.46146034083,10302.525924066078,13474.070997647405,11301.579749735507,50414.80475822775,11348.57613475573,13268.807170529024,10612.75606535628,14777.033992808547,10234.283319414675,11965.970909600628,9134.284402031715,32554.142886604455,6259.01879841952,7318.073432895241,6513.220711465976,4104.1442193949215
2023-09-25,240694.20547387042,245404.96086184692,-0.019382476628258098,0.0,-62953.20436378882,0.8552823165568142,10013.050809186785,11707.304845839923,10581.984554122564,30451.992518910574,3106.1703918506314,4217.629910913843,3279.2471030680213,5914.422686955332,13382.570400199418,13607.320438366136,12487.896652117135,55095.19557996072,6520.332981813154,7623.603172415204,7951.851083888128,11325.031954197711,8855.420182555697,10353.797817550756,10229.826018147596,36207.74379289939,6522.377748884591,7625.993923436071,6520.470214029544,4106.36427848901
2023-10-02,248365.01169359405,240390.14999527417,0.03263625701843543,0.0,-9368.493896335172,1.0110516898218402,12613.016307895272,12475.144876240542,12284.735404499685,35060.386877481586,4548.665017499043,4585.5672142226485,4325.3870911516415,7165.674954721214,22851.19185038294,25904.38540665602,18395.81525807444,73865.0150061532,8199.290006277037,8109.664509558213,8112.732333797946,11549.93781856556,0.0,0.0,9224.576205083235,32864.90912091175,6481.555339285613,6410.706202793393,6489.6618113106515,4096.914840584182
2023-10-09,268805.2018395314,245582.6598147854,0.09035337012287688,0.0,42173.02424019289,1.0110516898218402,15423.491233269222,15254.898823211532,14916.166029684553,41220.99359454964,8966.616249659031,6768.702116424496,8150.270420467698,10402.230877347023,36331.09651942147,31311.898079498416,28620.690086651786,93593.5073709916,11503.0495372146,11377.311024762323,10317.12601756929,14421.719996899617,0.0,0.0,6596.961769270252,23154.895775065757,7395.1214623490705,7314.286239561285,7206.50239085312,4307.252335878671
2023-10-16,241519.50713167567,242377.08245788887,-0.003544460707047878,0.0,-34382.42487904666,1.0110516898218402,14050.042435444378,13896.463036346015,14190.0362271098,39633.1748392262,7570.711193950268,6949.581153303084,7672.649871042953,10081.732221057977,19283.6515384466,16811.534139269446,23297.889659736054,84863.59374860894,11606.310271838971,11479.443028164214,11155.358619217142,15411.198749288658,0.0,0.0,3584.6164868040014,10941.885189723078,8392.03592374341,8300.303543552942,8145.07380560777,4555.774252856255
2023-10-23,234760.64425802,237742.32467824218,-0.01262095772984584,0.0,-31211.83123530403,1.0110516898218402,18970.414489398572,18763.05106887403,18197.74961601089,47441.1508433718,5256.051656220132,5328.359724156383,5681.107133539456,8512.616190365603,14057.744352857986,16548.488288721343,18030.222968154565,72898.73317731566,12813.100680101159,12673.04214916943,12233.228508414295,16603.65046692293,0.0,0.0,1653.1494546241984,3743.30784490726,10445.797769950319,10331.615955056657,9966.526918274747,4968.631985450386
2023-10-30,249581.96388913802,248744.33961045326,0.003361753379911271,0.0,32486.289384194177,1.0110516898218402,15735.705168109316,15563.699983412462,16133.651765229892,43703.73564323405,5090.405183819533,4891.05621462766,5194.3037540240475,8059.650950481493,15563.77847350161,15775.415485777392,16624.1666503061,68962.47817238868,10091.256212946208,9980.949851064895,10840.514573308801,15046.043779035792,13731.956637427038,13581.85419762938,2020.6523392587826,4983.093009430766,7465.22810379272,7383.62655336463,7986.281322117312,4515.657952690654
2023-11-06,257046.8242251501,259323.0787879143,-0.008816429051313742,0.0,26974.30462938241,1.0110516898218402,31044.234373929055,21932.06672563146,28634.198433019348,59813.681502161744,5411.152917925993,7196.326790070689,5373.011317152811,8229.629237301579,34881.28901382868,22148.858251448797,27032.50925847703,91269.36693125173,18938.829573306364,13379.865288478277,16106.062519056137,20220.579648653507,19829.22520554703,19612.4742237869,5593.020083562577,19139.079105835874,11672.626600295418,11545.034460456001,10904.712730805068,5152.650107938377
2023-11-13,268168.4673605857,255155.5536386967,0.04974201912830266,0.0,-15327.870936379024,1.0110516898218402,29261.166402168503,20672.368539425574,29159.827952378808,60235.028976351656,8634.225383610072,7098.642609838144,8060.610418908436,10343.475915298513,34719.90508141805,22655.35584211403,31415.213676442712,97208.09062678255,16904.65188969165,11942.763630519692,16625.314617892443,20635.29447687496,18083.717427813575,17886.046390961623,10885.265035396229,38271.53831157568,8650.655332548386,8556.096013323253,9120.204939235102,4786.890294924844
2023-11-20,469789.37292630324,478351.46560261014,-0.018061294442153375,0.0,-3295.7595792233565,1.0110516898218402,23834.580793464145,23574.047730105758,24695.314233484663,56150.80952885035,9669.790664746224,9692.438094199117,9386.751940646585,11152.418829849074,31236.810805689795,31030.094914756035,31313.74109741209,97086.3939621936,18248.74915417416,18049.27417448836,17680.883495050166,21433.76135203887,25708.167592417354,25427.15456708989,15512.265872596108,50414.082713666394,13575.973041522273,13427.575640484341,12647.778348099622,5454.094504444522
2023-11-27,331634.42031014746,326264.64677399886,0.01632436661265578,0.0,8205.181740200773,1.0110516898218402,44605.11566712433,31512.53019586276,41387.04308817877,67081.7503827826,13870.896403181438,10663.994783791071,13082.180203063019,12881.991136860135,75274.66665484027,42338.87187582813,56375.761828870345,114499.78167392491,31808.062428279773,22471.694395399274,26866.41869343997,26457.805306709954,30051.36836622767,29722.880312403307,19799.75016381235,58546.15412718344,17519.443777830726,17327.940751395083,16504.612242946634,5982.946688833602
2023-12-04,244178.0084700339,263790.4261719989,-0.07725744541459865,0.0,24635.205927506195,1.0110516898218402,21973.85987365524,15524.047240585483,25111.66277023648,56585.03085748491,5883.404393515943,6121.407034999783,7149.597122291239,9708.299705633231,22139.71134496087,16854.262536863964,36858.423651091754,102863.19081448995,17378.54659938031,12277.559788435055,20697.392676651918,23423.159453443324,14413.178172274796,14255.629378172125,22591.19967594211,62653.72474608969,8574.51353174301,8480.786509791547,10226.456688600727,5021.3412419733
2023-12-11,318348.7228725563,334676.88904458535,-0.0500181613246642,0.0,8364.950603837828,1.0110516898218402,32876.77510605008,32517.40285587513,31621.67996313429,62033.408083044866,11467.536708250036,10663.335996593463,10708.054284716929,11847.290677536035,31956.540680561688,34940.44456865281,34064.13100899699,100160.90149794568,23472.761353313894,23216.183296672087,22501.953074337547,24436.289276906347,33581.79172562237,33214.71301980604,23678.826527941612,64053.297222853886,15935.139760734735,15760.954579426798,14745.946510897382,5761.556821462457
2023-12-18,337614.56544708344,334339.1841914261,0.00974890667317592,0.0,-1534.027391793781,1.0110516898218402,28250.56906408997,27941.765340472422,28795.45041807104,59944.44801693777,10939.901826352398,8531.713625413822,10899.122161439165,11939.936974838805,28996.06660908962,26727.578715724565,31175.0930243014,96919.01823352872,17303.174632492875,17114.035619229227,19121.703314760354,22434.47939394717,23150.135674803863,22897.08420237466,24315.248391232763,64826.30129264612,11320.27061464472,11196.530037588376,12033.883660548934,5353.317973094032
2023-12-25,237380.5632439953,244667.72356741742,-0.03023645431683951,0.0,-13795.059605533925,1.0110516898218402,26305.49356553562,18584.250884747384,26707.951717337706,58141.39972700353,6159.947391290749,5948.783866265217,6993.520875869754,9591.984184348563,24225.8628180105,17072.1790675595,27213.556470701253,91545.22670065374,15523.886605876556,10967.283418242343,16782.403837699763,20757.84137532434,0.0,0.0,23108.663072197054,63332.378611071166,7986.0137058133105,7898.719507823131,8829.237898137973,4720.529479718791
2024-01-01,282390.37707985315,273855.32735359884,0.03069046495562304,0.0,-10176.064008113499,1.1728714068644774,28849.300259654683,17569.396714768354,28503.188569975177,59706.44080449861,10021.115403577554,6517.503636557378,9488.591781157207,11209.60816809135,28951.430689825687,20319.258102517648,28204.349749605357,93004.64133784205,19038.59166963729,11594.61640052775,18249.38915499297,21840.383555260996,0.0,0.0,16447.8128004404,52410.40611504414,10496.856387883929,8949.707808075857,10149.469676042934,5005.873213192391
2024-01-08,391161.881896032,378895.4707510882,0.03186113022283782,0.0,21878.24524226869,1.1728714068644774,30927.569431405103,26369.105129850534,30535.710497626027,61273.90402207839,15972.488418097024,10162.417801565569,14832.035793177572,13509.776300305999,36941.69203569867,29865.486186155093,33185.371675296556,99227.11824457847,19625.993123308774,16733.286367493918,19144.465522285613,22449.516945200226,23123.87815153423,19715.612484196354,11159.27768511865,39107.46712105817,13999.670586561262,11936.236576853384,13197.623447271202,5539.90614768082
2024-01-15,392574.7705143118,377217.149242587,0.03990600289183258,0.0,23656.973356802875,1.1728714068644774,31470.49176470623,26832.005265469455,31319.40065717147,61827.05884692407,15369.291759898833,10710.292001776557,15274.793805063764,13653.966693939023,103032.85919370242,76138.13781333914,73005.10043664424,119393.0292041268,24577.59166508387,20955.060820170333,22677.102988559625,24528.475114028857,34987.36832451821,29830.523721311012,13562.073087542381,45785.854804887436,15480.550348823584,13198.847084360994,15004.986860137682,5796.042899523499
2024-01-22,347549.79754311906,324411.6157898668,0.0688948284230868,0.0,-10499.752548518887,1.1728714068644774,26063.9228618353,22222.319266452138,26913.37929930974,58329.93749690776,16904.48059349586,8366.28994625797,16617.834974112076,14060.23792338881,59268.61864134687,49059.59080386624,65174.598545462424,117425.13176382145,17179.42918926991,14647.325434590422,19102.509763049948,22421.781475086016,25881.139032454517,22066.476240259322,20101.26204808792,59029.29383306659,15507.212991224229,13221.57987692853,15402.592732887259,5847.658469446936
2024-01-29,329236.7579434634,320283.4432329783,0.027570757121219182,0.0,-30420.045502321453,1.1728714068644774,20043.05225773667,17088.87448396344,21153.520945678538,51904.06762318552,11138.09282798708,6938.621837572119,12101.924713999728,12483.687532939546,19310.55994631952,17612.85827777796,39028.29674319305,104715.46627971844,17610.63102321703,15014.971735304563,18132.493488822503,21758.060199842377,19902.893741298474,16969.37415714339,23582.085410371183,63932.90592393975,11401.315244659274,9720.857016319667,12234.833620274774,5386.909581772633
